gene	geneName	log2FC_30	padj_30	log2FC_37	padj_37	log2FC_EGTA	padj_EGTA	total	Gene ID	Input Order	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Interpro ID	Interpro Description	Protein Length	CDS Length	Transcript Product Description	Curated GO Processes	Curated GO Functions	Curated GO Components	Computed GO Processes	Computed GO Functions	Computed GO Components	PFam Description	PFam ID	Gene Name or Symbol
CNAG_05258	SMG1	-3.628	3.508e-46	-1.893	2.875e-12	-1.838	9.463e-27	-7.359	CNAG_05258	67	Cryptococcus neoformans var. grubii H99	"CP003823.1:862,908..864,968(+)"	glucose-methanol-choline oxidoreductase	protein coding gene	CNAG_05258	IPR000172;IPR007867;IPR012132;IPR036188	"Glucose-methanol-choline oxidoreductase, N-terminal;Glucose-methanol-choline oxidoreductase, C-terminal;Glucose-methanol-choline oxidoreductase;FAD/NAD(P)-binding domain superfamily"	588	1767	glucose-methanol-choline oxidoreductase	N/A	N/A	N/A	obsolete oxidation-reduction process	"flavin adenine dinucleotide binding;oxidoreductase activity, acting on CH-OH group of donors"	N/A	"Glucose-methanol-choline oxidoreductase, N-terminal;Glucose-methanol-choline oxidoreductase, C-terminal"	PF00732;PF05199	SMG1
CNAG_00036	SEC14-2	-3.128	3.453e-37	-1.914	1.122e-26	-2.268	5.109e-31	-7.31	CNAG_00036	68	Cryptococcus neoformans var. grubii H99	"CP003820.1:108,777..110,347(-)"	SEC14 cytosolic factor	protein coding gene	CNAG_00036	IPR001251;IPR011074;IPR036273;IPR036865	"CRAL-TRIO lipid binding domain;CRAL/TRIO, N-terminal domain;CRAL/TRIO, N-terminal domain superfamily;CRAL-TRIO lipid binding domain superfamily"	289	870	SEC14 cytosolic factor	N/A	N/A	N/A	N/A	N/A	N/A	"CRAL-TRIO lipid binding domain;CRAL/TRIO, N-terminal domain"	PF00650;PF03765	SEC14-2
CNAG_00490	NA	-1.749	8.517e-15	-1.959	2.0099999999999998e-40	-3.537	1.6319999999999993e-89	-7.245	CNAG_00490	69	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,254,735..1,257,241(-)"	acetyl-CoA acyltransferase	protein coding gene	CNAG_00490	IPR002155;IPR016039;IPR020613;IPR020615;IPR020616;IPR020617	"Thiolase;Thiolase-like;Thiolase, conserved site;Thiolase, acyl-enzyme intermediate active site;Thiolase, N-terminal;Thiolase, C-terminal"	415	1248	acetyl-CoA acyltransferase	N/A	N/A	N/A	N/A	"acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity"	N/A	"Thiolase, N-terminal;Thiolase, C-terminal"	PF00108;PF02803	N/A
CNAG_02768	NA	-2.546	7.891e-7	-1.473	2.05e-4	-3.223	1.902e-28	-7.242	CNAG_02768	70	Cryptococcus neoformans var. grubii H99	"CP003822.1:812,760..813,780(-)"	hypothetical protein	protein coding gene	CNAG_02768	IPR006913;IPR011057	Glutathione-dependent formaldehyde-activating enzyme/centromere protein V;Mss4-like superfamily	177	534	hypothetical protein	N/A	N/A	N/A	N/A	carbon-sulfur lyase activity;metal ion binding	N/A	Glutathione-dependent formaldehyde-activating enzyme/centromere protein V	PF04828	N/A
CNAG_05939	NA	-1.312	1.926e-4	-1.974	2.959e-19	-3.937	2.010999999999999e-111	-7.223	CNAG_05939	71	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,266,326..1,268,709(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_05939	N/A	N/A	85	258	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03498	FRE201	-3.163	9.58e-24	-2.528	1.814e-18	-1.505	7.773e-14	-7.196	CNAG_03498	72	Cryptococcus neoformans var. grubii H99	"CP003827.1:1,111,156..1,114,391(-)"	"metalloreductase, metalloreductase, variant 2, metalloreductase, variant 1"	protein coding gene	CNAG_03498	IPR013112;IPR013121;IPR013130;IPR017938;IPR039261	"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain"	715	2148	"metalloreductase, variant 2"	N/A	N/A	N/A	ion transport;obsolete oxidation-reduction process	oxidoreductase activity	integral component of membrane	"Ferric reductase transmembrane component-like domain;FAD-binding 8;Ferric reductase, NAD binding domain"	PF01794;PF08022;PF08030	FRE201
CNAG_01417	NA	-2.943	3.366e-14	-1.196	3.218e-7	-3.021	1.275e-65	-7.16	CNAG_01417	73	Cryptococcus neoformans var. grubii H99	"CP003824.1:363,450..364,681(+)"	hypothetical protein	protein coding gene	CNAG_01417	IPR012336;IPR036249	Thioredoxin-like fold;Thioredoxin-like superfamily	213	642	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Thioredoxin-like fold	PF13462	N/A
CNAG_04874	NA	-2.267	1.903e-23	-2.97	1.387e-96	-1.905	7.002999999999999e-33	-7.142	CNAG_04874	74	Cryptococcus neoformans var. grubii H99	"CP003829.1:140,911..143,110(+)"	hypothetical protein	protein coding gene	CNAG_04874	IPR000757;IPR013320	Glycoside hydrolase family 16;Concanavalin A-like lectin/glucanase domain superfamily	381	1146	hypothetical protein	cellular response to heat	N/A	N/A	carbohydrate metabolic process	"hydrolase activity, hydrolyzing O-glycosyl compounds"	N/A	Glycoside hydrolase family 16	PF00722	N/A
CNAG_04217	PCK1	-2.438	2.612e-22	-1.693	6.526e-11	-2.99	6.286999999999998e-22	-7.121	CNAG_04217	75	Cryptococcus neoformans var. grubii H99	"CP003828.1:319,581..322,758(+)"	phosphoenolpyruvate carboxykinase (ATP)	protein coding gene	CNAG_04217	IPR001272;IPR008210;IPR015994	"Phosphoenolpyruvate carboxykinase, ATP-utilising;Phosphoenolpyruvate carboxykinase, N-terminal;Phosphoenolpyruvate carboxykinase (ATP), conserved site"	551	1656	phosphoenolpyruvate carboxykinase (ATP)	N/A	N/A	N/A	gluconeogenesis	ATP binding;kinase activity;phosphoenolpyruvate carboxykinase (ATP) activity;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding	N/A	"Phosphoenolpyruvate carboxykinase, ATP-utilising"	PF01293	PCK1
CNAG_01796	NA	-3.04	1.741e-29	-2.668	6.429e-18	-1.379	8.117e-12	-7.087	CNAG_01796	76	Cryptococcus neoformans var. grubii H99	"CP003830.1:953,108..955,938(+)"	"hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein, variant 3"	protein coding gene	CNAG_01796	N/A	N/A	327	984	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_05412	NA	-2.341	2.789e-15	-3.304	1.9209999999999997e-67	-1.435	2.394e-16	-7.08	CNAG_05412	77	Cryptococcus neoformans var. grubii H99	"CP003833.2:241,532..243,440(+)"	hypothetical protein	protein coding gene	CNAG_05412	N/A	N/A	95	288	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02877	FZC51	-2.986	1.599e-25	-1.265	3.503e-13	-2.746	3.5130000000000005e-58	-6.997	CNAG_02877	78	Cryptococcus neoformans var. grubii H99	"CP003822.1:547,718..551,453(-)"	hypothetical protein	protein coding gene	CNAG_02877	IPR001138;IPR013087;IPR036236;IPR036864	Zn(2)-C6 fungal-type DNA-binding domain;Zinc finger C2H2-type;Zinc finger C2H2 superfamily;Zn(2)-C6 fungal-type DNA-binding domain superfamily	928	2787	hypothetical protein	negative regulation of capsule organization;response to salt stress;response to sodium dodecyl sulfate;response to tert-butyl hydroperoxide	N/A	N/A	"regulation of transcription, DNA-templated"	"DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding"	host cell nucleus	Zinc finger C2H2-type;Zn(2)-C6 fungal-type DNA-binding domain	PF00096;PF00172	FZC51
CNAG_05381	ITR3C	-1.612	0.01604	-2.464	6.429e-10	-2.887	2.9440000000000004e-26	-6.963	CNAG_05381	79	Cryptococcus neoformans var. grubii H99	"CP003833.2:149,493..151,998(-)"	"myo-inositol transporter, putative"	protein coding gene	CNAG_05381	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	590	1773	"myo-inositol transporter, putative"	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	ITR3C
CNAG_01751	NA	-2.555	5.786e-21	-1.811	1.992e-27	-2.564	4.801999999999999e-68	-6.93	CNAG_01751	80	Cryptococcus neoformans var. grubii H99	"CP003830.1:792,223..793,256(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_01751	N/A	N/A	100	303	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_07802	NA	-2.417	2.542e-8	-1.912	1.865e-11	-2.541	1.856e-18	-6.87	CNAG_07802	81	Cryptococcus neoformans var. grubii H99	"CP003823.1:181,532..183,681(-)"	class III aminotransferase	protein coding gene	CNAG_07802	IPR005814;IPR015424	Aminotransferase class-III;Pyridoxal phosphate-dependent transferase	501	1506	class III aminotransferase	N/A	N/A	N/A	N/A	catalytic activity;pyridoxal phosphate binding;transaminase activity	N/A	Aminotransferase class-III	PF00202	N/A
CNAG_03385	PCL103	-3.005	9.273e-42	-2.541	8.526e-7	-1.323	8.315e-14	-6.869	CNAG_03385	82	Cryptococcus neoformans var. grubii H99	"CP003827.1:813,284..815,329(+)"	g1/s-specific cyclin pcl1	protein coding gene	CNAG_03385	IPR006671;IPR013763;IPR036915	"Cyclin, N-terminal;Cyclin-like;Cyclin-like superfamily"	369	1110	g1/s-specific cyclin pcl1	N/A	N/A	N/A	N/A	N/A	N/A	"Cyclin, N-terminal"	PF00134	PCL103
CNAG_02226	NA	-2.474	1.867e-13	-1.435	8.007e-11	-2.957	5.2399999999999995e-52	-6.866	CNAG_02226	83	Cryptococcus neoformans var. grubii H99	"CP003825.1:860,562..863,109(-)"	hypothetical protein	protein coding gene	CNAG_02226	IPR002933;IPR011650;IPR017144;IPR017439;IPR036264	"Peptidase M20;Peptidase M20, dimerisation domain;Peptidase M20A, amidohydrolase, predicted;Amidohydrolase;Bacterial exopeptidase dimerisation domain"	448	1347	hypothetical protein	N/A	N/A	N/A	N/A	hydrolase activity	N/A	"Peptidase M20;Peptidase M20, dimerisation domain"	PF01546;PF07687	N/A
CNAG_04756	NA	-2.101	9.638999999999999e-22	-1.719	4.2999999999999996e-24	-3.041	1.7149999999999993e-73	-6.861	CNAG_04756	84	Cryptococcus neoformans var. grubii H99	"CP003829.1:481,786..484,386(-)"	hypothetical protein	protein coding gene	CNAG_04756	IPR009027;IPR011320	"Ribosomal protein L9/RNase H1, N-terminal;Ribonuclease H1, N-terminal"	556	1671	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	"Ribonuclease H1, N-terminal"	PF01693	N/A
CNAG_01862	NA	-2.144	0.008212	-1.723	0.001969	-2.955	5.178e-10	-6.822	CNAG_01862	85	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,115,829..1,118,936(-)"	hexose transporter	protein coding gene	CNAG_01862	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	519	1560	hexose transporter	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
CNAG_05159	NA	-2.592	2.828999999999999e-29	-2.07	1.8610000000000001e-57	-2.136	2.247e-50	-6.798	CNAG_05159	86	Cryptococcus neoformans var. grubii H99	"CP003823.1:589,638..592,524(+)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_05159	N/A	N/A	147	444	hypothetical protein	cellular response to brefeldin A;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to salt stress;cellular response to tunicamycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06551	NA	-1.846	5.365e-7	-1.481	3.101e-10	-3.469	4.113e-49	-6.796	CNAG_06551	87	Cryptococcus neoformans var. grubii H99	"CP003826.1:91,600..94,833(-)"	Carnitine O-acetyltransferase	protein coding gene	CNAG_06551	IPR000542;IPR039551	Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain	778	2337	Carnitine O-acetyltransferase	N/A	N/A	N/A	N/A	acyltransferase activity	N/A	Choline/carnitine acyltransferase domain	PF00755	N/A
CNAG_00301	NA	-2.587	2.131e-36	-2.12	1.3789999999999998e-78	-2.087	1.0169999999999999e-47	-6.794	CNAG_00301	88	Cryptococcus neoformans var. grubii H99	"CP003820.1:775,691..777,242(+)"	hypothetical protein	protein coding gene	CNAG_00301	N/A	N/A	272	819	hypothetical protein	cellular response to heat	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_03114	NA	-2.461	1.833e-33	-1.844	2.9619999999999996e-55	-2.484	1.3169999999999996e-61	-6.789	CNAG_03114	89	Cryptococcus neoformans var. grubii H99	"CP003827.1:83,492..84,607(+)"	hypothetical protein	protein coding gene	CNAG_03114	N/A	N/A	119	360	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02933	NA	-1.303	1.088e-10	-2.053	4.738e-39	-3.409	3.845999999999999e-98	-6.765	CNAG_02933	90	Cryptococcus neoformans var. grubii H99	"CP003822.1:414,032..415,676(-)"	quinone oxidoreductase	protein coding gene	CNAG_02933	IPR002364;IPR011032;IPR013154;IPR020843;IPR036291	"Quinone oxidoreductase/zeta-crystallin, conserved site;GroES-like superfamily;Alcohol dehydrogenase, N-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily"	350	1053	quinone oxidoreductase	N/A	N/A	N/A	obsolete oxidation-reduction process	oxidoreductase activity;zinc ion binding	N/A	"Alcohol dehydrogenase, N-terminal"	PF08240;PF13602	N/A
CNAG_01942	NA	-2.653	2.362e-58	-1.673	1.1719999999999999e-42	-2.422	2.412999999999999e-67	-6.748	CNAG_01942	91	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,330,185..1,331,025(-)"	hypothetical protein	protein coding gene	CNAG_01942	N/A	N/A	83	252	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03999	NA	-3.348	1.53e-25	-1.965	2.674e-24	-1.36	2.436e-11	-6.673	CNAG_03999	92	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,362,855..1,364,055(-)"	hypothetical protein	protein coding gene	CNAG_03999	IPR011051	RmlC-like cupin domain superfamily	167	504	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_04625	NA	-2.637	4.665e-37	-2.075	4.104999999999999e-87	-1.96	6.1209999999999985e-53	-6.672	CNAG_04625	93	Cryptococcus neoformans var. grubii H99	"CP003829.1:848,157..850,490(+)"	cerevisin	protein coding gene	CNAG_04625	IPR000209;IPR010259;IPR015500;IPR022398;IPR023827;IPR023828;IPR034193;IPR036852	"Peptidase S8/S53 domain;Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin-related;Peptidase S8, subtilisin, His-active site;Peptidase S8, subtilisin,  Asp-active site;Peptidase S8, subtilisin, Ser-active site;Proteinase K-like catalytic domain;Peptidase S8/S53 domain superfamily"	515	1548	cerevisin	N/A	N/A	extracellular region	proteolysis	serine-type endopeptidase activity;serine-type peptidase activity	N/A	Peptidase S8/S53 domain;Peptidase S8 propeptide/proteinase inhibitor I9	PF00082;PF05922	N/A
CNAG_06448	NA	-2.915	6.6e-7	-1.666	0.008801	-2.084	0.001442	-6.665	CNAG_06448	94	Cryptococcus neoformans var. grubii H99	"CP003832.1:509,683..511,761(-)"	Cystathionine gamma-lyase	protein coding gene	CNAG_06448	IPR000277;IPR015424	"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme;Pyridoxal phosphate-dependent transferase"	466	1401	Cystathionine gamma-lyase	N/A	N/A	N/A	transsulfuration	catalytic activity;lyase activity;pyridoxal phosphate binding	N/A	"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme"	PF01053	N/A
CNAG_04459	NA	-3.591	2.188e-17	-1.279	0.003179	-1.769	8.81e-7	-6.639	CNAG_04459	95	Cryptococcus neoformans var. grubii H99	"CP003828.1:919,385..920,751(+)"	hypothetical protein	protein coding gene	CNAG_04459	N/A	N/A	228	687	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01493	NA	-1.864	7.155e-15	-1.806	8.577e-33	-2.888	8.352999999999999e-72	-6.558	CNAG_01493	96	Cryptococcus neoformans var. grubii H99	"CP003830.1:102,688..103,768(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_01493	N/A	N/A	112	339	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00537	NA	-2.355	6.813e-16	-1.129	2.654e-8	-3.057	7.441e-13	-6.541	CNAG_00537	97	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,368,529..1,371,048(+)"	Carnitine O-acetyltransferase	protein coding gene	CNAG_00537	IPR000542;IPR039551	Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain	630	1893	Carnitine O-acetyltransferase	N/A	N/A	N/A	N/A	acyltransferase activity	N/A	Choline/carnitine acyltransferase domain	PF00755	N/A
CNAG_06512	NA	-2.599	1.584e-37	-2.141	3.2279999999999993e-68	-1.766	3.636e-47	-6.506	CNAG_06512	98	Cryptococcus neoformans var. grubii H99	"CP003832.1:714,613..716,041(+)"	pirin	protein coding gene	CNAG_06512	IPR003829;IPR011051	"Pirin, N-terminal domain;RmlC-like cupin domain superfamily"	274	825	pirin	N/A	N/A	N/A	N/A	N/A	N/A	"Pirin, N-terminal domain"	PF02678	N/A
CNAG_03910	ITR6	-2.268	1.747e-23	-1.261	4.903e-13	-2.977	1.6209999999999998e-55	-6.506	CNAG_03910	99	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,159,116..1,162,209(-)"	"myo-inositol transporter, putative"	protein coding gene	CNAG_03910	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	678	2037	"myo-inositol transporter, putative"	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	ITR6
CNAG_07784	NA	-1.73	2.283e-5	-1.743	3.492e-9	-3.027	1.322e-57	-6.5	CNAG_07784	100	Cryptococcus neoformans var. grubii H99	"CP003828.1:1,159,668..1,160,299(-)"	hypothetical protein	protein coding gene	CNAG_07784	N/A	N/A	173	522	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01689	NA	-2.985	6.504e-5	-1.49	3.263e-6	-2.005	3.187e-7	-6.48	CNAG_01689	101	Cryptococcus neoformans var. grubii H99	"CP003830.1:617,495..618,626(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_01689	N/A	N/A	197	594	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_03384	NA	-2.697	6.549e-6	-2.741	2.462e-12	-1.035	0.003326	-6.473	CNAG_03384	102	Cryptococcus neoformans var. grubii H99	"CP003827.1:810,812..812,035(-)"	hypothetical protein	protein coding gene	CNAG_03384	N/A	N/A	279	840	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02008	OVA1	-2.62	6.888999999999999e-56	-2.313	1.347e-12	-1.538	2.5999999999999996e-38	-6.471	CNAG_02008	103	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,517,441..1,519,029(+)"	nuclear protein	protein coding gene	CNAG_02008	IPR008914;IPR035810;IPR036610	"Phosphatidylethanolamine-binding protein;Phosphatidylethanolamine-binding protein, eukaryotic;PEBP-like superfamily"	309	930	nuclear protein	capsule organization	N/A	N/A	N/A	N/A	integral component of membrane	Phosphatidylethanolamine-binding protein	PF01161	OVA1
CNAG_05167	NA	-2.389	6.841e-20	-1.371	8.788e-25	-2.704	5.870999999999999e-100	-6.464	CNAG_05167	104	Cryptococcus neoformans var. grubii H99	"CP003823.1:608,565..609,265(+)"	hypothetical protein	protein coding gene	CNAG_05167	N/A	N/A	83	252	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01257	NA	-2.316	3.244999999999999e-23	-1.703	6.61e-40	-2.427	2.3869999999999993e-74	-6.446	CNAG_01257	105	Cryptococcus neoformans var. grubii H99	"CP003824.1:784,358..785,899(-)"	aldo-keto reductase	protein coding gene	CNAG_01257	IPR018170;IPR020471;IPR023210;IPR036812	"Aldo/keto reductase, conserved site;Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily"	321	966	aldo-keto reductase	cellular response to dithiothreitol	N/A	N/A	obsolete oxidation-reduction process	oxidoreductase activity	N/A	NADP-dependent oxidoreductase domain	PF00248	N/A
CNAG_05032	NA	-2.383	2.976e-18	-2.865	1.236e-42	-1.154	3.689e-7	-6.402	CNAG_05032	106	Cryptococcus neoformans var. grubii H99	"CP003823.1:264,457..268,362(+)"	hypothetical protein	protein coding gene	CNAG_05032	N/A	N/A	443	1332	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02398	NA	-2.799	2.9669999999999997e-36	-1.421	9.139e-16	-2.175	5.2759999999999996e-23	-6.395	CNAG_02398	107	Cryptococcus neoformans var. grubii H99	"CP003825.1:426,355..431,021(-)"	hypothetical protein	protein coding gene	CNAG_02398	IPR000219;IPR035899	Dbl homology (DH) domain;Dbl homology (DH) domain superfamily	1335	4008	hypothetical protein	N/A	N/A	N/A	N/A	guanyl-nucleotide exchange factor activity	N/A	Dbl homology (DH) domain	PF00621	N/A
CNAG_00679	NA	-2.534	1.761e-17	-1.849	1.224e-28	-2.008	3.953e-25	-6.391	CNAG_00679	108	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,764,478..1,765,668(+)"	hypothetical protein	protein coding gene	CNAG_00679	N/A	N/A	114	345	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00546	CHS4	-1.945	9.783e-18	-1.945	1.159e-45	-2.477	3.734e-56	-6.367	CNAG_00546	109	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,396,739..1,402,411(+)"	Chitin synthase	protein coding gene	CNAG_00546	IPR001199;IPR004835;IPR014876;IPR029044;IPR036400	"Cytochrome b5-like heme/steroid binding domain;Chitin synthase;DEK, C-terminal;Nucleotide-diphospho-sugar transferases;Cytochrome b5-like heme/steroid binding domain superfamily"	1271	3816	Chitin synthase	cellular response to heat	N/A	N/A	N/A	chitin synthase activity;hexosyltransferase activity	integral component of membrane	"Cytochrome b5-like heme/steroid binding domain;DEK, C-terminal"	PF00173;PF03142;PF08766	CHS4
CNAG_06031	KRE63	-2.527	2.248e-13	-2.373	1.586e-25	-1.458	1.167e-7	-6.358	CNAG_06031	110	Cryptococcus neoformans var. grubii H99	"CP003831.1:120,792..123,948(+)"	"beta-glucan synthesis-associated protein, beta-glucan synthesis-associated protein, variant"	protein coding gene	CNAG_06031	IPR005629;IPR013320	"Beta-glucan synthesis-associated, Skn1;Concanavalin A-like lectin/glucanase domain superfamily"	273	822	beta-glucan synthesis-associated protein	N/A	N/A	N/A	(1->6)-beta-D-glucan biosynthetic process	N/A	integral component of membrane	"Beta-glucan synthesis-associated, Skn1"	PF03935	KRE63
CNAG_06973	NA	-2.178	1.272e-6	-2.194	2.127e-14	-1.968	5.614e-14	-6.34	CNAG_06973	111	Cryptococcus neoformans var. grubii H99	"CP003822.1:19,993..22,348(+)"	hypothetical protein	protein coding gene	CNAG_06973	N/A	N/A	301	906	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03746	NA	-2.009	6.385e-5	-2.241	1.213e-6	-2.081	8.97e-21	-6.331	CNAG_03746	112	Cryptococcus neoformans var. grubii H99	"CP003821.1:684,912..686,389(+)"	hypothetical protein	protein coding gene	CNAG_03746	N/A	N/A	342	1029	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_05264	NA	-3.263	1.2069999999999999e-53	-1.723	2.364e-37	-1.311	2.8029999999999997e-22	-6.297	CNAG_05264	113	Cryptococcus neoformans var. grubii H99	"CP003823.1:880,187..883,064(+)"	"alpha-amylase AmyA, alpha-amylase AmyA, variant"	protein coding gene	CNAG_05264	IPR006047;IPR015340;IPR017853	"Glycosyl hydrolase, family 13, catalytic domain;Alpha-amylase, domain of unknown function DUF1966, C-terminal;Glycoside hydrolase superfamily"	474	1425	alpha-amylase AmyA	N/A	N/A	N/A	carbohydrate catabolic process;carbohydrate metabolic process	alpha-amylase activity;alpha-amylase activity (releasing maltohexaose);calcium ion binding;catalytic activity	N/A	"Glycosyl hydrolase, family 13, catalytic domain;Alpha-amylase, domain of unknown function DUF1966, C-terminal"	PF00128;PF09260	N/A
CNAG_02523	NA	-2.569	1.796e-25	-2.09	6.583e-38	-1.593	3.245e-25	-6.252	CNAG_02523	114	Cryptococcus neoformans var. grubii H99	"CP003825.1:95,269..100,750(+)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_02523	IPR008936;IPR012965	Rho GTPase activation protein;Domain of unknown function DUF1708	944	2835	hypothetical protein	N/A	N/A	N/A	signal transduction	N/A	N/A	Domain of unknown function DUF1708	PF08101	N/A
CNAG_00515	NA	-2.939	6.316999999999998e-22	-2.099	8.297000000000001e-21	-1.178	3.862e-5	-6.216	CNAG_00515	115	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,312,204..1,314,174(+)"	"mannitol dehydrogenase, mannitol dehydrogenase, variant"	protein coding gene	CNAG_00515	IPR002328;IPR011032;IPR013149;IPR013154;IPR020843;IPR036291	"Alcohol dehydrogenase, zinc-type, conserved site;GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Alcohol dehydrogenase, N-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily"	350	1053	mannitol dehydrogenase	N/A	N/A	N/A	obsolete oxidation-reduction process	oxidoreductase activity;zinc ion binding	N/A	"Alcohol dehydrogenase, C-terminal;Alcohol dehydrogenase, N-terminal"	PF00107;PF08240	N/A
CNAG_00864	ITR2	-2.303	0.01809	-2.183	2.922e-5	-1.717	4.705e-6	-6.203	CNAG_00864	116	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,793,503..1,796,091(-)"	"myo-inositol transporter, putative"	protein coding gene	CNAG_00864	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	555	1668	"myo-inositol transporter, putative"	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	ITR2
