Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_07947,370,Cryptococcus neoformans var. grubii H99,"CP003820.1:212,491..213,133(-)",hypothetical protein,protein coding gene,CNAG_07947,N/A,N/A,99,300,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01090,371,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,234,517..1,236,047(+)",alpha/beta hydrolase fold protein,protein coding gene,CNAG_01090,IPR000073;IPR000639;IPR029058,Alpha/beta hydrolase fold-1;Epoxide hydrolase-like;Alpha/Beta hydrolase fold,311,936,alpha/beta hydrolase fold protein,N/A,N/A,N/A,N/A,catalytic activity;hydrolase activity,N/A
CNAG_04476,372,Cryptococcus neoformans var. grubii H99,"CP003828.1:960,287..963,440(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_04476,N/A,N/A,985,2958,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00581,373,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,495,668..1,497,878(+)",saccharopepsin,protein coding gene,CNAG_00581,IPR001461;IPR001969;IPR021109;IPR033121;IPR033819,"Aspartic peptidase A1 family;Aspartic peptidase, active site;Aspartic peptidase domain superfamily;Peptidase family A1 domain;Saccharopepsin",438,1317,saccharopepsin,N/A,N/A,extracellular region,proteolysis,aspartic-type endopeptidase activity,fungal-type vacuole
CNAG_01232,374,Cryptococcus neoformans var. grubii H99,"CP003824.1:864,551..869,857(+)","calcium-translocating P-type ATPase, PMCA-type",protein coding gene,CNAG_01232,IPR001757;IPR004014;IPR006068;IPR006408;IPR008250;IPR018303;IPR023298;IPR023299;IPR036412,"P-type ATPase;Cation-transporting P-type ATPase, N-terminal;Cation-transporting P-type ATPase, C-terminal;P-type ATPase, subfamily IIB;P-type ATPase, A domain superfamily;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily",1414,4245,"calcium-translocating P-type ATPase, PMCA-type",calcium ion import into vacuole;capsule organization;response to cadmium ion;response to calcium ion,P-type calcium transporter activity,N/A,calcium ion transmembrane transport,ATP binding;P-type calcium transporter activity;nucleotide binding,integral component of membrane;membrane
CNAG_02488,375,Cryptococcus neoformans var. grubii H99,"CP003825.1:183,631..187,174(+)",methionyl-tRNA formyltransferase,protein coding gene,CNAG_02488,IPR001753;IPR018376;IPR029045;IPR036477,"Enoyl-CoA hydratase/isomerase;Enoyl-CoA hydratase/isomerase, conserved site;ClpP/crotonase-like domain superfamily;Formyl transferase, N-terminal domain superfamily",955,2868,methionyl-tRNA formyltransferase,N/A,N/A,N/A,biosynthetic process,"catalytic activity;hydroxymethyl-, formyl- and related transferase activity",N/A
CNAG_03733,376,Cryptococcus neoformans var. grubii H99,"CP003821.1:652,477..656,792(+)",hypothetical protein,protein coding gene,CNAG_03733,IPR000504;IPR035979,RNA recognition motif domain;RNA-binding domain superfamily,916,2751,hypothetical protein,N/A,N/A,N/A,N/A,RNA binding;nucleic acid binding,N/A
CNAG_03161,377,Cryptococcus neoformans var. grubii H99,"CP003827.1:219,695..222,294(+)",hypothetical protein,protein coding gene,CNAG_03161,N/A,N/A,555,1668,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00360,378,Cryptococcus neoformans var. grubii H99,"CP003820.1:913,805..916,166(-)","nuclear protein SNF4, nuclear protein SNF4, variant",protein coding gene,CNAG_00360,IPR000644,CBS domain,438,1317,nuclear protein SNF4,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00023,379,Cryptococcus neoformans var. grubii H99,"CP003820.1:70,281..71,992(-)",hypothetical protein,protein coding gene,CNAG_00023,N/A,N/A,361,1086,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00242,380,Cryptococcus neoformans var. grubii H99,"CP003820.1:637,547..639,551(-)",hypothetical protein,protein coding gene,CNAG_00242,N/A,N/A,186,561,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07589,381,Cryptococcus neoformans var. grubii H99,"CP003830.1:159,852..161,878(-)",xylitol dehydrogenase,protein coding gene,CNAG_07589,IPR002328;IPR011032;IPR013149;IPR013154;IPR020843;IPR036291,"Alcohol dehydrogenase, zinc-type, conserved site;GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Alcohol dehydrogenase, N-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily",441,1326,xylitol dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity;zinc ion binding,N/A
CNAG_02942,382,Cryptococcus neoformans var. grubii H99,"CP003822.1:383,821..385,701(-)",hypothetical protein,protein coding gene,CNAG_02942,IPR019402,Frag1/DRAM/Sfk1,378,1137,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06109,383,Cryptococcus neoformans var. grubii H99,"CP003831.1:332,401..334,218(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06109,N/A,N/A,453,1362,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04098,384,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,613,288..1,619,648(+)","ATP-binding cassette, subfamily G (WHITE), member 2, PDR",protein coding gene,CNAG_04098,IPR003439;IPR003593;IPR010929;IPR013525;IPR017871;IPR027417;IPR029481;IPR034001;IPR034003,"ABC transporter-like;AAA+ ATPase domain;CDR ABC transporter;ABC-2 type transporter;ABC transporter, conserved site;P-loop containing nucleoside triphosphate hydrolase;ABC-transporter N-terminal domain;ATP-binding cassette transporter, PDR-like subfamily G, domain 1;ATP-binding cassette transporter, PDR-like subfamily G, domain 2",1536,4611,"ATP-binding cassette, subfamily G (WHITE), member 2, PDR",N/A,N/A,N/A,transmembrane transport,ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity,integral component of membrane;membrane
CNAG_02865,385,Cryptococcus neoformans var. grubii H99,"CP003822.1:578,089..579,576(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_02865,N/A,N/A,241,726,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05156,386,Cryptococcus neoformans var. grubii H99,"CP003823.1:581,363..583,410(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05156,IPR008427,"Extracellular membrane protein, CFEM domain",308,927,hypothetical protein,N/A,N/A,extracellular region,N/A,N/A,N/A
CNAG_03083,387,Cryptococcus neoformans var. grubii H99,"CP003822.1:35,817..36,615(+)",cupin domain-containing protein,protein coding gene,CNAG_03083,IPR006045;IPR011051;IPR013096;IPR014500,"Cupin 1;RmlC-like cupin domain superfamily;Cupin 2, conserved barrel;Uncharacterised conserved protein UCP019307, cupin-type",188,567,cupin domain-containing protein,N/A,N/A,N/A,N/A,nutrient reservoir activity,N/A
CNAG_04927,388,Cryptococcus neoformans var. grubii H99,"CP003829.1:7,154..8,256(-)",hypothetical protein,protein coding gene,CNAG_04927,IPR006083;IPR027417,Phosphoribulokinase/uridine kinase;P-loop containing nucleoside triphosphate hydrolase,237,714,hypothetical protein,cellular response to sorbitol;entry into host;positive regulation of capsule organization,N/A,N/A,N/A,ATP binding;kinase activity,N/A
CNAG_02182,389,Cryptococcus neoformans var. grubii H99,"CP003825.1:969,093..971,965(+)",D-lactaldehyde dehydrogenase,protein coding gene,CNAG_02182,IPR001509;IPR036291,NAD-dependent epimerase/dehydratase;NAD(P)-binding domain superfamily,346,1041,D-lactaldehyde dehydrogenase,N/A,N/A,N/A,methylation,catalytic activity;methyltransferase activity;nucleic acid binding,N/A
CNAG_04657,390,Cryptococcus neoformans var. grubii H99,"CP003829.1:759,707..760,931(-)",Short-chain dehydrogenase,protein coding gene,CNAG_04657,IPR036291,NAD(P)-binding domain superfamily,255,768,Short-chain dehydrogenase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00776,391,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,037,772..2,039,794(+)",immunoreactive mannoprotein MP88,protein coding gene,CNAG_00776,N/A,N/A,378,1137,immunoreactive mannoprotein MP88,N/A,N/A,extracellular region,N/A,N/A,N/A
CNAG_06311,392,Cryptococcus neoformans var. grubii H99,"CP003832.1:156,521..160,528(-)","cytoplasmic protein, cytoplasmic protein, variant",protein coding gene,CNAG_06311,IPR032816,SNARE associated Golgi protein,652,1959,"cytoplasmic protein, variant",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07335,393,Cryptococcus neoformans var. grubii H99,"CP003820.1:582,881..584,887(+)",cystinosin,protein coding gene,CNAG_07335,IPR005282;IPR006603,Lysosomal cystine transporter;PQ-loop repeat,293,882,cystinosin,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03713,394,Cryptococcus neoformans var. grubii H99,"CP003821.1:599,963..602,991(-)","efflux protein EncT, efflux protein EncT, variant",protein coding gene,CNAG_03713,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,529,1590,"efflux protein EncT, variant",filamentous growth,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_03227,395,Cryptococcus neoformans var. grubii H99,"CP003827.1:392,072..393,410(-)",hypothetical protein,protein coding gene,CNAG_03227,IPR007290,Arv1 protein,313,942,hypothetical protein,cellular response to heat,N/A,N/A,intracellular sterol transport;lipid metabolic process,N/A,endoplasmic reticulum membrane;integral component of membrane
CNAG_04025,396,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,431,577..1,433,387(+)",transaldolase,protein coding gene,CNAG_04025,IPR001585,Transaldolase/Fructose-6-phosphate aldolase,379,1140,transaldolase,N/A,N/A,N/A,carbohydrate metabolic process,catalytic activity,N/A
CNAG_02230,397,Cryptococcus neoformans var. grubii H99,"CP003825.1:849,996..854,400(-)",phosphoketolase,protein coding gene,CNAG_02230,IPR005593;IPR009014;IPR018969;IPR018970;IPR019789;IPR019790;IPR029061,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase;Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II;Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, C-terminal;Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal;Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, thiamine diphosphate binding site;Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, conserved site;Thiamin diphosphate-binding fold",851,2556,phosphoketolase,N/A,N/A,N/A,carbohydrate metabolic process,aldehyde-lyase activity;catalytic activity,N/A
CNAG_07417,398,Cryptococcus neoformans var. grubii H99,"CP003824.1:381,535..382,577(+)",hypothetical protein,protein coding gene,CNAG_07417,N/A,N/A,257,774,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01795,399,Cryptococcus neoformans var. grubii H99,"CP003830.1:949,574..953,342(-)",hypothetical protein,protein coding gene,CNAG_01795,N/A,N/A,980,2943,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03824,400,Cryptococcus neoformans var. grubii H99,"CP003821.1:934,943..936,686(-)","solute carrier family 25 (mitochondrial phosphate transporter), member 3",protein coding gene,CNAG_03824,IPR018108;IPR023395,Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,325,978,"solute carrier family 25 (mitochondrial phosphate transporter), member 3",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02430,401,Cryptococcus neoformans var. grubii H99,"CP003825.1:343,685..350,183(+)",ABC transporter ABCC.6,protein coding gene,CNAG_02430,IPR003439;IPR003593;IPR011527;IPR017871;IPR027417;IPR036640,"ABC transporter-like;AAA+ ATPase domain;ABC transporter type 1, transmembrane domain;ABC transporter, conserved site;P-loop containing nucleoside triphosphate hydrolase;ABC transporter type 1, transmembrane domain superfamily",1630,4893,ABC transporter ABCC.6,N/A,N/A,N/A,transmembrane transport,ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity,integral component of membrane
CNAG_05147,402,Cryptococcus neoformans var. grubii H99,"CP003823.1:552,743..555,786(-)",hypothetical protein,protein coding gene,CNAG_05147,N/A,N/A,702,2109,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07868,403,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,052,672..1,054,220(+)",hypothetical protein,protein coding gene,CNAG_07868,N/A,N/A,240,723,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06693,404,Cryptococcus neoformans var. grubii H99,"CP003826.1:506,353..507,817(-)",hypothetical protein,protein coding gene,CNAG_06693,IPR001841;IPR017907;IPR018957,"Zinc finger, RING-type;Zinc finger, RING-type, conserved site;Zinc finger, C3HC4 RING-type",313,942,hypothetical protein,N/A,N/A,N/A,N/A,metal ion binding,N/A
CNAG_04634,405,Cryptococcus neoformans var. grubii H99,"CP003829.1:820,076..823,821(+)",hypothetical protein,protein coding gene,CNAG_04634,N/A,N/A,868,2607,hypothetical protein,cellular response to heat;cellular response to salt stress,N/A,N/A,N/A,N/A,N/A
CNAG_00791,406,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,080,946..2,085,146(-)",hypothetical protein,protein coding gene,CNAG_00791,IPR011598;IPR036638,"Myc-type, basic helix-loop-helix (bHLH) domain;Helix-loop-helix DNA-binding domain superfamily",424,1275,hypothetical protein,mating;negative regulation of melanin biosynthetic process;response to diamide;response to dithiothreitol;response to hydrogen peroxide;response to tunicamycin,urease activity,N/A,N/A,protein dimerization activity,N/A
CNAG_02661,407,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,091,658..1,093,660(+)",Identified spore protein 4,protein coding gene,CNAG_02661,IPR017853;IPR024655,"Glycoside hydrolase superfamily;Uncharacterised protein family, glycosyl hydrolase catalytic domain",267,804,Identified spore protein 4,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_05871,408,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,086,940..1,088,011(-)",hypothetical protein,protein coding gene,CNAG_05871,N/A,N/A,174,525,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02593,409,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,276,851..1,279,979(-)",hypothetical protein,protein coding gene,CNAG_02593,IPR007603,Choline transporter-like,757,2274,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00674,410,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,750,089..1,752,565(-)",hypothetical protein,protein coding gene,CNAG_00674,N/A,N/A,593,1782,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06030,411,Cryptococcus neoformans var. grubii H99,"CP003831.1:118,583..120,710(-)",hypothetical protein,protein coding gene,CNAG_06030,N/A,N/A,547,1644,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06354,412,Cryptococcus neoformans var. grubii H99,"CP003832.1:278,537..281,311(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06354,N/A,N/A,610,1833,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06073,413,Cryptococcus neoformans var. grubii H99,"CP003831.1:229,778..232,254(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06073,N/A,N/A,170,513,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03113,414,Cryptococcus neoformans var. grubii H99,"CP003827.1:79,616..83,445(-)",trehalose synthase,protein coding gene,CNAG_03113,IPR001296,"Glycosyl transferase, family 1",734,2205,trehalose synthase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06777,415,Cryptococcus neoformans var. grubii H99,"CP003821.1:64,850..66,921(+)",fructosyl amino acid oxidase,protein coding gene,CNAG_06777,IPR006076;IPR036188,FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily,477,1434,fructosyl amino acid oxidase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_00601,416,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,546,432..1,548,330(-)",glycosyl hydrolase,protein coding gene,CNAG_00601,IPR005103,"Glycoside hydrolase, family 61",375,1128,glycosyl hydrolase,N/A,N/A,N/A,N/A,hydrolase activity,extracellular region
CNAG_06499,417,Cryptococcus neoformans var. grubii H99,"CP003832.1:679,259..681,279(-)",hypothetical protein,protein coding gene,CNAG_06499,IPR000326;IPR036938;IPR043216,Phosphatidic acid phosphatase type 2/haloperoxidase;Phosphatidic acid phosphatase type 2/haloperoxidase superfamily;Phospholipid phosphatase,426,1281,hypothetical protein,cellular response to heat,N/A,N/A,phospholipid metabolic process,phosphatidate phosphatase activity,integral component of membrane
CNAG_00398,418,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,045,070..1,046,605(-)",hypothetical protein,protein coding gene,CNAG_00398,IPR001452;IPR036028,SH3 domain;SH3-like domain superfamily,276,831,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_01358,419,Cryptococcus neoformans var. grubii H99,"CP003824.1:507,376..508,548(-)",hypothetical protein,protein coding gene,CNAG_01358,N/A,N/A,297,894,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06722,420,Cryptococcus neoformans var. grubii H99,"CP003821.1:229,283..231,019(+)",hypothetical protein,protein coding gene,CNAG_06722,IPR036047;IPR036322,F-box-like domain superfamily;WD40-repeat-containing domain superfamily,520,1563,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_00543,421,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,385,537..1,387,968(+)",hypothetical protein,protein coding gene,CNAG_00543,IPR008854;IPR029063,TPMT family;S-adenosyl-L-methionine-dependent methyltransferase,216,651,hypothetical protein,N/A,N/A,N/A,methylation,S-adenosylmethionine-dependent methyltransferase activity,N/A
CNAG_05521,422,Cryptococcus neoformans var. grubii H99,"CP003833.2:541,365..543,119(-)",aldose reductase,protein coding gene,CNAG_05521,IPR018170;IPR020471;IPR023210;IPR036812,"Aldo/keto reductase, conserved site;Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily",295,888,aldose reductase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_07701,423,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,336,798..1,338,160(-)",putative copper ion transporter,protein coding gene,CNAG_07701,IPR007274,Ctr copper transporter,288,867,putative copper ion transporter,capsule organization;copper ion import;melanin biosynthetic process,N/A,N/A,copper ion transmembrane transport,copper ion transmembrane transporter activity,integral component of membrane;plasma membrane
CNAG_05774,424,Cryptococcus neoformans var. grubii H99,"CP003826.1:839,695..841,736(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05774,N/A,N/A,149,450,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07765,425,Cryptococcus neoformans var. grubii H99,"CP003828.1:736,458..737,446(+)",hypothetical protein,protein coding gene,CNAG_07765,IPR038725,"General stress protein, FMN-binding split barrel domain",198,597,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05929,426,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,236,953..1,241,060(-)","MFS transporter, SP family, general alpha glucoside:H symporter",protein coding gene,CNAG_05929,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",563,1692,"MFS transporter, SP family, general alpha glucoside:H symporter",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_06727,427,Cryptococcus neoformans var. grubii H99,"CP003821.1:213,010..218,056(-)","hypothetical protein, hypothetical protein, variant 2, hypothetical protein, variant 1",protein coding gene,CNAG_06727,N/A,N/A,890,2673,"hypothetical protein, variant 2",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06052,428,Cryptococcus neoformans var. grubii H99,"CP003831.1:179,657..181,806(+)",galactose-1-phosphate uridylyltransferase,protein coding gene,CNAG_06052,IPR001937;IPR005849;IPR005850;IPR019779;IPR036265,"Galactose-1-phosphate uridyl transferase, class I;Galactose-1-phosphate uridyl transferase, N-terminal;Galactose-1-phosphate uridyl transferase, C-terminal;Galactose-1-phosphate uridyl transferase, class I His-active site;HIT-like superfamily",381,1146,galactose-1-phosphate uridylyltransferase,N/A,N/A,N/A,galactose catabolic process via UDP-galactose;galactose metabolic process,UDP-glucose:hexose-1-phosphate uridylyltransferase activity;zinc ion binding,N/A
CNAG_06574,429,Cryptococcus neoformans var. grubii H99,"CP003826.1:162,955..164,009(-)",antiphagocytic protein 1,protein coding gene,CNAG_06574,N/A,N/A,181,546,antiphagocytic protein 1,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_08000,430,Cryptococcus neoformans var. grubii H99,"CP003829.1:744,850..753,166(+)",hypothetical protein,protein coding gene,CNAG_08000,N/A,N/A,2625,7878,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04320,431,Cryptococcus neoformans var. grubii H99,"CP003828.1:556,046..558,481(-)",polysaccharide synthase Cps1p,protein coding gene,CNAG_04320,IPR029044,Nucleotide-diphospho-sugar transferases,451,1356,polysaccharide synthase Cps1p,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06791,432,Cryptococcus neoformans var. grubii H99,"CP003821.1:28,441..31,163(-)",hypothetical protein,protein coding gene,CNAG_06791,IPR013920,"Protein of unknown function DUF1774, fungi",313,942,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03858,433,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,024,826..1,026,443(-)",hypothetical protein,protein coding gene,CNAG_03858,N/A,N/A,306,921,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04256,434,Cryptococcus neoformans var. grubii H99,"CP003828.1:414,327..416,760(-)",hypothetical protein,protein coding gene,CNAG_04256,IPR012462,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2",596,1791,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_03564,435,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,286,573..1,288,357(+)",hypothetical protein,protein coding gene,CNAG_03564,IPR013094;IPR029058,Alpha/beta hydrolase fold-3;Alpha/Beta hydrolase fold,358,1077,hypothetical protein,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_06726,436,Cryptococcus neoformans var. grubii H99,"CP003821.1:219,500..222,595(+)",chitin synthase regulator 3,protein coding gene,CNAG_06726,IPR006597,Sel1-like repeat,821,2466,chitin synthase regulator 3,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_04727,437,Cryptococcus neoformans var. grubii H99,"CP003829.1:567,499..569,305(+)",hypothetical protein,protein coding gene,CNAG_04727,N/A,N/A,506,1521,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03848,438,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,001,483..1,003,429(+)","glutathione transferase, glutathione transferase, variant",protein coding gene,CNAG_03848,IPR036249,Thioredoxin-like superfamily,412,1239,"glutathione transferase, variant",N/A,N/A,N/A,N/A,electron transfer activity;protein-disulfide reductase activity;transferase activity,integral component of membrane
CNAG_01704,439,Cryptococcus neoformans var. grubii H99,"CP003830.1:660,419..664,137(-)",serine/threonine protein kinase,protein coding gene,CNAG_01704,IPR006685;IPR010920;IPR011992;IPR016688,"Mechanosensitive ion channel MscS;LSM domain superfamily;EF-hand domain pair;Mechanosensitive ion channel MscS-like, plants/fungi",895,2688,serine/threonine protein kinase,cellular response to salt stress;positive regulation of capsule organization;regulation of urease activity,N/A,N/A,transmembrane transport,calcium ion binding;protein serine/threonine kinase activity,endoplasmic reticulum membrane;integral component of membrane;membrane
CNAG_04585,440,Cryptococcus neoformans var. grubii H99,"CP003829.1:963,306..964,931(-)",hypothetical protein,protein coding gene,CNAG_04585,N/A,N/A,82,249,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03740,441,Cryptococcus neoformans var. grubii H99,"CP003821.1:670,095..671,624(-)",hypothetical protein,protein coding gene,CNAG_03740,N/A,N/A,335,1008,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06309,442,Cryptococcus neoformans var. grubii H99,"CP003832.1:148,438..150,245(-)",hypothetical protein,protein coding gene,CNAG_06309,N/A,N/A,298,897,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03011,443,Cryptococcus neoformans var. grubii H99,"CP003822.1:218,759..220,465(+)",glycerate-and formate-dehydrogenase,protein coding gene,CNAG_03011,IPR006139;IPR006140;IPR029753;IPR036291,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site;NAD(P)-binding domain superfamily",344,1035,glycerate-and formate-dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,"NAD binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",N/A
CNAG_05637,444,Cryptococcus neoformans var. grubii H99,"CP003833.2:840,776..842,223(+)",hypothetical protein,protein coding gene,CNAG_05637,IPR007727,Spo12,130,393,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04291,445,Cryptococcus neoformans var. grubii H99,"CP003828.1:493,526..495,240(+)",glycosyl-hydrolase,protein coding gene,CNAG_04291,IPR029010;IPR029062,ThuA-like domain;Class I glutamine amidotransferase-like,346,1041,glycosyl-hydrolase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_02129,446,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,119,816..1,124,027(-)",hypothetical protein,protein coding gene,CNAG_02129,IPR027842,Protein of unknown function DUF4449,908,2727,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01744,447,Cryptococcus neoformans var. grubii H99,"CP003830.1:771,255..773,273(-)",phosphatase,protein coding gene,CNAG_01744,IPR036412;IPR041492,HAD-like superfamily;Haloacid dehalogenase-like hydrolase,411,1236,phosphatase,cellular response to antibiotic;cellular response to diamide;cellular response to menadione;cellular response to non-ionic osmotic stress;cellular response to oxidative stress;cellular response to salt stress;cellular response to sodium dodecyl sulfate;cellular response to sorbitol;cellular response,N/A,N/A,N/A,N/A,N/A
CNAG_04186,448,Cryptococcus neoformans var. grubii H99,"CP003828.1:233,960..235,219(-)",hypothetical protein,protein coding gene,CNAG_04186,N/A,N/A,202,609,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_00015,449,Cryptococcus neoformans var. grubii H99,"CP003820.1:50,140..51,491(+)",hypothetical protein,protein coding gene,CNAG_00015,N/A,N/A,212,639,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_05449,450,Cryptococcus neoformans var. grubii H99,"CP003833.2:341,046..342,990(+)",Copper-detoxifying metallothionein 1,protein coding gene,CNAG_05449,N/A,N/A,122,369,Copper-detoxifying metallothionein 1,N/A,N/A,N/A,N/A,metal ion binding,cell cortex
