Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_07701,302,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,336,798..1,338,160(-)",putative copper ion transporter,protein coding gene,CNAG_07701,IPR007274,Ctr copper transporter,288,867,putative copper ion transporter,capsule organization;copper ion import;melanin biosynthetic process,N/A,N/A,copper ion transmembrane transport,copper ion transmembrane transporter activity,integral component of membrane;plasma membrane
CNAG_06776,303,Cryptococcus neoformans var. grubii H99,"CP003821.1:67,328..69,966(+)","membrane protein, membrane protein, variant",protein coding gene,CNAG_06776,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,495,1488,membrane protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_02430,304,Cryptococcus neoformans var. grubii H99,"CP003825.1:343,685..350,183(+)",ABC transporter ABCC.6,protein coding gene,CNAG_02430,IPR003439;IPR003593;IPR011527;IPR017871;IPR027417;IPR036640,"ABC transporter-like;AAA+ ATPase domain;ABC transporter type 1, transmembrane domain;ABC transporter, conserved site;P-loop containing nucleoside triphosphate hydrolase;ABC transporter type 1, transmembrane domain superfamily",1630,4893,ABC transporter ABCC.6,N/A,N/A,N/A,transmembrane transport,ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity,integral component of membrane
CNAG_03242,305,Cryptococcus neoformans var. grubii H99,"CP003827.1:427,403..429,503(+)","solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17",protein coding gene,CNAG_03242,IPR018108;IPR023395,Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,323,972,"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01473,306,Cryptococcus neoformans var. grubii H99,"CP003830.1:47,591..50,952(-)",hypothetical protein,protein coding gene,CNAG_01473,N/A,N/A,852,2559,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04154,307,Cryptococcus neoformans var. grubii H99,"CP003828.1:149,966..151,081(+)",hypothetical protein,protein coding gene,CNAG_04154,N/A,N/A,143,432,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05870,308,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,085,653..1,086,916(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05870,N/A,N/A,100,303,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06910,309,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,493,166..1,494,546(-)",beta-lactamase,protein coding gene,CNAG_06910,IPR001279;IPR036866,Metallo-beta-lactamase;Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,336,1011,beta-lactamase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05632,310,Cryptococcus neoformans var. grubii H99,"CP003833.2:831,124..832,365(-)",hypothetical protein,protein coding gene,CNAG_05632,IPR000479,Cation-independent mannose-6-phosphate receptor repeat,270,813,hypothetical protein,cellular response to heat;cellular response to salt stress,N/A,N/A,lysosomal transport,insulin-like growth factor binding;mannose binding;signaling receptor activity,integral component of membrane
CNAG_04562,311,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,028,383..1,029,720(+)",hypothetical protein,protein coding gene,CNAG_04562,N/A,N/A,307,924,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06233,312,Cryptococcus neoformans var. grubii H99,"CP003831.1:695,712..697,048(+)",hypothetical protein,protein coding gene,CNAG_06233,N/A,N/A,290,873,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06698,313,Cryptococcus neoformans var. grubii H99,"CP003826.1:519,535..521,279(-)",phosphatase,protein coding gene,CNAG_06698,IPR006439;IPR036412,"HAD hydrolase, subfamily IA;HAD-like superfamily",325,978,phosphatase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_03807,314,Cryptococcus neoformans var. grubii H99,"CP003821.1:897,507..899,303(-)","E3 ubiquitin-protein ligase CCNP1IP1, E3 ubiquitin-protein ligase CCNP1IP1, variant",protein coding gene,CNAG_03807,IPR001841;IPR017907;IPR042448,"Zinc finger, RING-type;Zinc finger, RING-type, conserved site;E3 ubiquitin-protein ligase CCNB1IP1",288,867,"E3 ubiquitin-protein ligase CCNP1IP1, variant",N/A,N/A,N/A,reciprocal meiotic recombination,ligase activity;ubiquitin protein ligase activity,synaptonemal complex
CNAG_06018,315,Cryptococcus neoformans var. grubii H99,"CP003831.1:89,343..92,402(+)","aldehyde dehydrogenase (NAD), variant, aldehyde dehydrogenase (NAD)",protein coding gene,CNAG_06018,IPR012394;IPR015590;IPR016161;IPR029510,"Aldehyde dehydrogenase NAD(P)-dependent;Aldehyde dehydrogenase domain;Aldehyde/histidinol dehydrogenase;Aldehyde dehydrogenase, glutamic acid active site",534,1605,aldehyde dehydrogenase (NAD),N/A,N/A,N/A,cellular aldehyde metabolic process;obsolete oxidation-reduction process,"oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",integral component of membrane
CNAG_01689,316,Cryptococcus neoformans var. grubii H99,"CP003830.1:617,495..618,626(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01689,N/A,N/A,197,594,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03971,317,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,303,030..1,303,559(-)",hypothetical protein,protein coding gene,CNAG_03971,IPR001248,Purine-cytosine permease,131,396,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_06551,318,Cryptococcus neoformans var. grubii H99,"CP003826.1:91,600..94,833(-)",Carnitine O-acetyltransferase,protein coding gene,CNAG_06551,IPR000542;IPR039551,Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain,778,2337,Carnitine O-acetyltransferase,N/A,N/A,N/A,N/A,acyltransferase activity,N/A
CNAG_04861,319,Cryptococcus neoformans var. grubii H99,"CP003829.1:188,972..190,976(+)",transglycosylase SLT domain-containing protein,protein coding gene,CNAG_04861,IPR008258;IPR023346,Transglycosylase SLT domain 1;Lysozyme-like domain superfamily,399,1200,transglycosylase SLT domain-containing protein,cellular response to dithiothreitol;cellular response to hydrogen peroxide,N/A,N/A,N/A,N/A,N/A
CNAG_05889,320,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,122,979..1,125,607(+)",hypothetical protein,protein coding gene,CNAG_05889,IPR001452;IPR007461;IPR033643;IPR036028,"SH3 domain;Ysc84 actin-binding domain;SH3YL1-like, SYLF domain;SH3-like domain superfamily",663,1992,hypothetical protein,cellular response to heat;cellular response to salt stress,N/A,N/A,N/A,protein binding,N/A
CNAG_01601,321,Cryptococcus neoformans var. grubii H99,"CP003830.1:388,014..390,057(-)",lipase,protein coding gene,CNAG_01601,IPR002921;IPR029058,Fungal lipase-like domain;Alpha/Beta hydrolase fold,529,1590,lipase,N/A,N/A,N/A,lipid metabolic process,N/A,N/A
CNAG_02768,322,Cryptococcus neoformans var. grubii H99,"CP003822.1:812,760..813,780(-)",hypothetical protein,protein coding gene,CNAG_02768,IPR006913;IPR011057,Glutathione-dependent formaldehyde-activating enzyme/centromere protein V;Mss4-like superfamily,177,534,hypothetical protein,N/A,N/A,N/A,N/A,carbon-sulfur lyase activity;metal ion binding,N/A
CNAG_02524,323,Cryptococcus neoformans var. grubii H99,"CP003825.1:91,476..95,138(-)",hypothetical protein,protein coding gene,CNAG_02524,IPR021369,Protein of unknown function DUF2985,893,2682,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04870,324,Cryptococcus neoformans var. grubii H99,"CP003829.1:150,771..153,999(+)",hypothetical protein,protein coding gene,CNAG_04870,N/A,N/A,860,2583,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00605,325,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,554,006..1,555,911(+)",cytoplasmic protein,protein coding gene,CNAG_00605,IPR011032;IPR013149;IPR020843;IPR036291;IPR041694,"GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily;Oxidoreductase, N-terminal domain",344,1035,cytoplasmic protein,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_03992,326,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,349,267..1,352,128(+)","GTP-binding protein 1, GTP-binding protein 1, variant",protein coding gene,CNAG_03992,IPR000795;IPR027417;IPR035531;IPR039263,"Transcription factor, GTP-binding domain;P-loop containing nucleoside triphosphate hydrolase;GTP binding protein 1-like, GTP-binding domain;GTP-binding protein 1",473,1422,GTP-binding protein 1,N/A,N/A,N/A,N/A,GTP binding;GTPase activity,N/A
CNAG_05543,327,Cryptococcus neoformans var. grubii H99,"CP003833.2:605,120..606,773(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_05543,N/A,N/A,424,1275,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04945,328,Cryptococcus neoformans var. grubii H99,"CP003823.1:48,356..50,074(+)",hypothetical protein,protein coding gene,CNAG_04945,N/A,N/A,173,522,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04103,329,Cryptococcus neoformans var. grubii H99,"CP003828.1:11,360..13,935(-)",hypothetical protein,protein coding gene,CNAG_04103,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,473,1422,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_00559,330,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,444,436..1,445,906(+)","bZip transcription factor, putative",protein coding gene,CNAG_00559,IPR004827,Basic-leucine zipper domain,301,906,"bZip transcription factor, putative",cellular response to hydrogen peroxide;cellular response to salt stress;mating;negative regulation of capsule organization;negative regulation of melanin biosynthetic process;response to dithiothreitol;response to hydrogen peroxide;response to sodium dodecyl sulfate;response to tunicamycin,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_01047,331,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,352,477..1,353,823(+)",hypothetical protein,protein coding gene,CNAG_01047,N/A,N/A,125,378,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06629,332,Cryptococcus neoformans var. grubii H99,"CP003826.1:322,289..323,345(-)",hypothetical protein,protein coding gene,CNAG_06629,N/A,N/A,166,501,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04476,333,Cryptococcus neoformans var. grubii H99,"CP003828.1:960,287..963,440(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_04476,N/A,N/A,985,2958,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00937,334,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,589,251..1,591,449(+)","hypothetical protein, hypothetical protein, variant 2, hypothetical protein, variant 1",protein coding gene,CNAG_00937,N/A,N/A,490,1473,"hypothetical protein, variant 1",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06539,335,Cryptococcus neoformans var. grubii H99,"CP003826.1:52,438..54,974(-)","monocarboxylic acid transporter, monocarboxylic acid transporter, variant",protein coding gene,CNAG_06539,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,450,1353,"monocarboxylic acid transporter, variant",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_00275,336,Cryptococcus neoformans var. grubii H99,"CP003820.1:715,554..718,057(-)",hypothetical protein,protein coding gene,CNAG_00275,IPR006115;IPR008927;IPR015815;IPR036291,"6-phosphogluconate dehydrogenase, NADP-binding;6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;3-hydroxyisobutyrate dehydrogenase-related;NAD(P)-binding domain superfamily",317,954,hypothetical protein,N/A,N/A,N/A,obsolete oxidation-reduction process,NADP binding;oxidoreductase activity,N/A
CNAG_00035,337,Cryptococcus neoformans var. grubii H99,"CP003820.1:103,866..108,818(+)",hypothetical protein,protein coding gene,CNAG_00035,IPR000679,"Zinc finger, GATA-type",526,1581,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated",sequence-specific DNA binding;zinc ion binding,N/A
CNAG_06749,338,Cryptococcus neoformans var. grubii H99,"CP003821.1:150,656..152,503(+)",hypothetical protein,protein coding gene,CNAG_06749,N/A,N/A,574,1725,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02226,339,Cryptococcus neoformans var. grubii H99,"CP003825.1:860,562..863,109(-)",hypothetical protein,protein coding gene,CNAG_02226,IPR002933;IPR011650;IPR017144;IPR017439;IPR036264,"Peptidase M20;Peptidase M20, dimerisation domain;Peptidase M20A, amidohydrolase, predicted;Amidohydrolase;Bacterial exopeptidase dimerisation domain",448,1347,hypothetical protein,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_05253,340,Cryptococcus neoformans var. grubii H99,"CP003823.1:850,670..853,383(+)",hypothetical protein,protein coding gene,CNAG_05253,IPR001251;IPR036865,CRAL-TRIO lipid binding domain;CRAL-TRIO lipid binding domain superfamily,771,2316,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03825,341,Cryptococcus neoformans var. grubii H99,"CP003821.1:937,922..940,060(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_03825,N/A,N/A,230,693,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06999,342,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,152,482..1,154,665(+)",hypothetical protein,protein coding gene,CNAG_06999,IPR029058,Alpha/Beta hydrolase fold,382,1149,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02869,343,Cryptococcus neoformans var. grubii H99,"CP003822.1:567,788..569,389(+)",hypothetical protein,protein coding gene,CNAG_02869,IPR010699,Protein of unknown function DUF1275,354,1065,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03572,344,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,304,365..1,306,281(+)",opsin 1,protein coding gene,CNAG_03572,IPR001425,Archaeal/bacterial/fungal rhodopsins,328,987,opsin 1,N/A,N/A,N/A,ion transport,ion channel activity,integral component of membrane;membrane
CNAG_01481,345,Cryptococcus neoformans var. grubii H99,"CP003830.1:74,291..76,511(+)",hypothetical protein,protein coding gene,CNAG_01481,IPR022235,Protein of unknown function DUF3760,323,972,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04256,346,Cryptococcus neoformans var. grubii H99,"CP003828.1:414,327..416,760(-)",hypothetical protein,protein coding gene,CNAG_04256,IPR012462,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2",596,1791,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_02398,347,Cryptococcus neoformans var. grubii H99,"CP003825.1:426,355..431,021(-)",hypothetical protein,protein coding gene,CNAG_02398,IPR000219;IPR035899,Dbl homology (DH) domain;Dbl homology (DH) domain superfamily,1335,4008,hypothetical protein,N/A,N/A,N/A,N/A,guanyl-nucleotide exchange factor activity,N/A
CNAG_02966,348,Cryptococcus neoformans var. grubii H99,"CP003822.1:321,112..323,935(-)",carboxypeptidase,protein coding gene,CNAG_02966,IPR001563;IPR018202;IPR029058;IPR033124,"Peptidase S10, serine carboxypeptidase;Serine carboxypeptidase, serine active site;Alpha/Beta hydrolase fold;Serine carboxypeptidases, histidine active site",541,1626,carboxypeptidase,N/A,N/A,extracellular region,proteolysis,serine-type carboxypeptidase activity,N/A
CNAG_06309,349,Cryptococcus neoformans var. grubii H99,"CP003832.1:148,438..150,245(-)",hypothetical protein,protein coding gene,CNAG_06309,N/A,N/A,298,897,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06870,350,Cryptococcus neoformans var. grubii H99,"CP003824.1:24,612..26,318(-)",hypothetical protein,protein coding gene,CNAG_06870,IPR009906;IPR016938;IPR038021,D-glutamate cyclase;Uncharacterised protein family UPF0317;Putative hydro-lyase,276,831,hypothetical protein,N/A,N/A,N/A,N/A,lyase activity,N/A
CNAG_05929,351,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,236,953..1,241,060(-)","MFS transporter, SP family, general alpha glucoside:H symporter",protein coding gene,CNAG_05929,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",563,1692,"MFS transporter, SP family, general alpha glucoside:H symporter",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_02125,352,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,127,772..1,130,870(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_02125,N/A,N/A,420,1263,"hypothetical protein, variant",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04096,353,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,608,337..1,611,029(-)",racemase,protein coding gene,CNAG_04096,IPR013341;IPR013342;IPR023444;IPR029017;IPR029065;IPR036849,"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain;Mandelate racemase/muconate lactonizing enzyme, C-terminal;L-rhamnonate dehydratase;Enolase-like, N-terminal;Enolase C-terminal domain-like;Enolase-like, C-terminal domain superfamily",423,1272,racemase,N/A,N/A,N/A,N/A,L-rhamnonate dehydratase activity,N/A
CNAG_07471,354,Cryptococcus neoformans var. grubii H99,"CP003821.1:410,926..412,254(-)",hypothetical protein,protein coding gene,CNAG_07471,IPR022235,Protein of unknown function DUF3760,191,576,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00789,355,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,076,448..2,077,687(-)",hypothetical protein,protein coding gene,CNAG_00789,N/A,N/A,222,669,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01841,356,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,052,774..1,054,169(+)",GATA family transcription factor,protein coding gene,CNAG_01841,IPR000679,"Zinc finger, GATA-type",304,915,GATA family transcription factor,response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated",sequence-specific DNA binding;zinc ion binding,N/A
CNAG_02872,357,Cryptococcus neoformans var. grubii H99,"CP003822.1:562,257..563,862(+)",hypothetical protein,protein coding gene,CNAG_02872,N/A,N/A,76,231,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03938,358,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,226,127..1,228,999(-)",Nonmating-type specific pheromone G-protein coupled receptor,protein coding gene,CNAG_03938,IPR001499,"GPCR fungal pheromone mating factor, STE3",414,1245,Nonmating-type specific pheromone G-protein coupled receptor,N/A,N/A,N/A,G protein-coupled receptor signaling pathway,mating-type factor pheromone receptor activity,integral component of membrane
CNAG_05178,359,Cryptococcus neoformans var. grubii H99,"CP003823.1:643,387..645,287(+)",hypothetical protein,protein coding gene,CNAG_05178,IPR018108;IPR023395,Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,324,975,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07933,360,Cryptococcus neoformans var. grubii H99,"CP003832.1:160,100..160,676(+)",hypothetical protein,protein coding gene,CNAG_07933,N/A,N/A,120,363,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06119,361,Cryptococcus neoformans var. grubii H99,"CP003831.1:362,838..365,291(-)",spermine transporter,protein coding gene,CNAG_06119,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,547,1644,spermine transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_01255,362,Cryptococcus neoformans var. grubii H99,"CP003824.1:790,963..793,172(-)",hypothetical protein,protein coding gene,CNAG_01255,N/A,N/A,461,1386,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00162,363,Cryptococcus neoformans var. grubii H99,"CP003820.1:439,694..441,378(-)","alternative oxidase, mitochondrial",protein coding gene,CNAG_00162,IPR002680,Alternative oxidase,401,1206,"alternative oxidase, mitochondrial",N/A,N/A,N/A,obsolete oxidation-reduction process,alternative oxidase activity;metal ion binding,integral component of membrane;mitochondrial inner membrane;respirasome
CNAG_04727,364,Cryptococcus neoformans var. grubii H99,"CP003829.1:567,499..569,305(+)",hypothetical protein,protein coding gene,CNAG_04727,N/A,N/A,506,1521,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02083,365,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,241,856..1,245,214(-)",siderochrome-iron transporter,protein coding gene,CNAG_02083,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,643,1932,siderochrome-iron transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_06574,366,Cryptococcus neoformans var. grubii H99,"CP003826.1:162,955..164,009(-)",antiphagocytic protein 1,protein coding gene,CNAG_06574,N/A,N/A,181,546,antiphagocytic protein 1,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04094,367,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,604,804..1,605,539(-)",hypothetical protein,protein coding gene,CNAG_04094,IPR011051,RmlC-like cupin domain superfamily,179,540,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03228,368,Cryptococcus neoformans var. grubii H99,"CP003827.1:393,461..397,133(+)",universal stress protein,protein coding gene,CNAG_03228,IPR006016,UspA,347,1044,universal stress protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_08000,369,Cryptococcus neoformans var. grubii H99,"CP003829.1:744,850..753,166(+)",hypothetical protein,protein coding gene,CNAG_08000,N/A,N/A,2625,7878,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06337,370,Cryptococcus neoformans var. grubii H99,"CP003832.1:229,391..232,868(-)",hypothetical protein,protein coding gene,CNAG_06337,N/A,N/A,448,1347,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00816,371,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,163,448..2,164,950(-)",microtubule binding protein,protein coding gene,CNAG_00816,IPR004241;IPR029071,Autophagy protein Atg8 ubiquitin-like;Ubiquitin-like domain superfamily,126,381,microtubule binding protein,N/A,N/A,N/A,autophagy,N/A,autophagosome membrane;cytoplasmic vesicle
CNAG_01420,372,Cryptococcus neoformans var. grubii H99,"CP003824.1:354,939..356,834(-)",hypothetical protein,protein coding gene,CNAG_01420,N/A,N/A,338,1017,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04816,373,Cryptococcus neoformans var. grubii H99,"CP003829.1:319,005..320,103(-)",hypothetical protein,protein coding gene,CNAG_04816,IPR029071;IPR039540;IPR040015,"Ubiquitin-like domain superfamily;UBL3-like, ubiquitin domain;UBL3-like",159,480,hypothetical protein,N/A,N/A,N/A,N/A,N/A,membrane
CNAG_05167,374,Cryptococcus neoformans var. grubii H99,"CP003823.1:608,565..609,265(+)",hypothetical protein,protein coding gene,CNAG_05167,N/A,N/A,83,252,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04039,375,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,471,752..1,473,114(+)","iron sulfur cluster assembly protein 2, mitochondrial",protein coding gene,CNAG_04039,IPR002871;IPR011339,"NIF system FeS cluster assembly, NifU, N-terminal;ISC system FeS cluster assembly, IscU scaffold",194,585,"iron sulfur cluster assembly protein 2, mitochondrial",N/A,N/A,N/A,iron-sulfur cluster assembly,"2 iron, 2 sulfur cluster binding;iron ion binding;iron-sulfur cluster binding",mitochondrial matrix
CNAG_04313,376,Cryptococcus neoformans var. grubii H99,"CP003828.1:538,262..540,020(+)",NADPH2 dehydrogenase,protein coding gene,CNAG_04313,IPR001155,"NADH:flavin oxidoreductase/NADH oxidase, N-terminal",393,1182,NADPH2 dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,FMN binding;catalytic activity;oxidoreductase activity,N/A
CNAG_06075,377,Cryptococcus neoformans var. grubii H99,"CP003831.1:235,194..236,317(-)",hypothetical protein,protein coding gene,CNAG_06075,IPR019783;IPR036786;IPR039100,"Ribosome maturation protein SBDS, N-terminal;Ribosome maturation protein SBDS, N-terminal domain superfamily;Ribosome maturation protein Sdo1/SBDS-like",135,408,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05982,378,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,394,720..1,397,099(+)","MFS transporter, SP family, general alpha glucoside:H symporter",protein coding gene,CNAG_05982,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",538,1617,"MFS transporter, SP family, general alpha glucoside:H symporter",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_07029,379,Cryptococcus neoformans var. grubii H99,"CP003820.1:590,465..591,633(+)",vesicle-associated membrane protein 7,protein coding gene,CNAG_07029,IPR001388;IPR010908;IPR011012,Synaptobrevin;Longin domain;Longin-like domain superfamily,238,717,vesicle-associated membrane protein 7,N/A,N/A,N/A,vesicle-mediated transport,N/A,integral component of membrane
CNAG_06966,380,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,378,146..1,379,405(-)",alkaline phosphatase D,protein coding gene,CNAG_06966,IPR018946,Alkaline phosphatase D-related,300,903,alkaline phosphatase D,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00568,381,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,464,721..1,466,530(-)",hypothetical protein,protein coding gene,CNAG_00568,N/A,N/A,295,888,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02708,382,Cryptococcus neoformans var. grubii H99,"CP003822.1:947,433..949,594(-)",prenylcysteine oxidase/farnesylcysteine lyase,protein coding gene,CNAG_02708,IPR010795;IPR017046;IPR036188,Prenylcysteine lyase;Prenylcysteine oxidase;FAD/NAD(P)-binding domain superfamily,556,1671,prenylcysteine oxidase/farnesylcysteine lyase,N/A,N/A,N/A,obsolete oxidation-reduction process;prenylcysteine catabolic process,"lyase activity;oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor;prenylcysteine oxidase activity",N/A
CNAG_05303,383,Cryptococcus neoformans var. grubii H99,"CP003823.1:988,897..991,402(-)",isocitrate lyase,protein coding gene,CNAG_05303,IPR006254;IPR015813;IPR018523;IPR039556,"Isocitrate lyase;Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;Isocitrate lyase/phosphorylmutase, conserved site;ICL/PEPM domain",549,1650,isocitrate lyase,carbon utilization,N/A,N/A,carboxylic acid metabolic process,catalytic activity;isocitrate lyase activity;metal ion binding;methylisocitrate lyase activity,N/A
